0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
0.8324487257718911,0.8604100646646,0.8822449555356298,0.8913050173135262,0.8957739084912437,0.8957511717395916,0.89365072151618,0.8658076936422712,0.8252571525566494,0.7780298188317996,0.7280278118827368,0.6768953591352551,0.6240851389885358,0.5708340896691537,0.5209999248942929,0.47620079755691175,0.42411258577211447,0.373881534192913,0.31930286211646913,0.2783058855391784,0.3065836237268777,0.36190297955366973,0.41772940106758055,0.47355584883921004,0.5293822966108397,0.5852087443824694,0.641027082649694,0.695223741560852,0.7456870099731261,0.8009455307407718,0.8532721504548029,0.9043100758536191,0.9490645587496604,0.9542558700822332,0.9160190232935523,0.8868048226035463,0.8830399837778069,0.8605813419808825,0.8260021915962632,0.825654795813664,0.8588043805502499,0.8847926910678818,0.8932897836364719,0.8987698447160699,0.8934289812929839,0.8768344383646745,0.8561174154339375,0.8610355831505276,0.8865602762149749,0.9113026541279503,0.9285447154272923,0.9366171306786306,0.9444433155999297,0.9460978576407524,0.9291142424178995,0.8947969217574985,0.8500408377125845,0.8020089109099167,0.7492843002067677,0.6986245094639429,0.6448037071506458,0.5909346697886186,0.5402736131780117,0.4852363760054061,0.43465017331231376,0.38091828342420136,0.3477444134306133,0.3871914777999324,0.4428953711413212,0.498699480658457,0.5521317185192216,0.6031342621435325,0.6587001775415755,0.7144200074735123,0.7653901262727192,0.8069167421520953,0.8504841101844176,0.897922826974437,0.9483895864097733,0.9936628847474127,1.0,0.9634824323821798,0.9300805377369139,0.9378761408321743,0.9232418247350305,0.886959290136385,0.8488328882917684,0.8489467759959304,0.8821658436594932,0.9070010598439364,0.9108613102635945,0.9025807350666246,0.8846750695862371,0.8628885098573944,0.8404984502064745,0.8243458703644899,0.8438846642792954,0.8755908192718189,0.901731638623551,0.914280710382176,0.9236376076627704,0.9248721618109883,0.9189377718249336,0.9023048872618915,0.8656864952098697,0.8176261737244965,0.7675215042209409,0.7160528094948311,0.6652230578558562,0.6111217260827908,0.5607669734243799,0.5055843976935512,0.45297880377767347,0.4012521606874467,0.3465905293637112,0.3289017387536309,0.3772097337442168,0.4330125438003652,0.4884362622308472,0.5390482026539383,0.5930030870100187,0.6488175152394953,0.7046305220882343,0.758051044161729,0.7995979966090658,0.8430281752214621,0.889770907245631,0.9392620763124344,0.9799341867309697,0.9716671516145785,0.9301719525283718,0.9033324386153423,0.8862307033662791,0.8582711380127253,0.8249913606942778,0.8269738154576669,0.8526341168219398,0.861751617134636,0.8563468998825987,0.844516938947208,0.8291204209043537,0.808533396735784,0.7945328222474148,0.8120372602009955,0.8355529758788725,0.8476321104657771,0.8528331441388699,0.8513099832597004,0.8536907286795721,0.8380280966153228,0.8011968768830451,0.7561746008694297,0.7070903058816109,0.6570939027042801,0.603687366943068,0.5534556862307409,0.4987331621088656,0.4460558813085837,0.39440053099533573,0.33968642655169473,0.3204777594415554,0.36304687287064713,0.4173606633349363,0.47318079712425026,0.5289842879405027,0.5823848393869542,0.6334126814931189,0.6889856014994895,0.7447037122940239,0.7966058781859167,0.8489872449333766,0.9010850132876498,0.9349114670650278,0.9217897212220638,0.8819269134906331,0.8619224827308107,0.8464684101467328,0.8151405567694878,0.7897896043953312,0.8112450700052254,0.8424641945001226,0.8533743675278849,0.8481872347740218,0.8441995799898194,0.8278780921088249,0.8227693988948555,0.8262772952961048,0.8315929518709264,0.8096377266588011,0.7743516628674068,0.751208938635906,0.7683021996900432,0.8036008438758373,0.8323209252614234,0.8453678583906321,0.8606420603860598,0.8304347017512472,0.775354965150967,0.7241040988485059,0.6709697193658142,0.6151780709305177,0.5603883940354333,0.510152054030661,0.45519541287544335,0.3993707257312275,0.3438257633333271,0.2929382331596008,0.2396046635038102,0.19153237510896687,0.14259117178670638,0.08853646576119728,0.038404323029841037,0.0,0.024387594823868874,0.07336270731683153,0.12613953313382925,0.1768712157240107,0.2310526114856623,0.2813578770626219,0.33646754971204224,0.3892499047656332,0.44080550835081495,0.49646438489297845,0.5498189202451063,0.6008265839438212,0.6531770942033146,0.7029319750364991,0.7511049472286289,0.7971159730278365,0.8287122318769593,0.8318719283754468,0.8286433585863067,0.8225402949439042,0.8125462603037006,0.7905496881228258,0.7674485677351084,0.7684701065107065,0.7912286378710311,0.8091040389548723,0.8238384440866611,0.8343432085400635,0.8303859930976754,0.8026726059504261,0.7717189562192759,0.7778405615574819,0.8132713049034481,0.8482023632796236,0.8708729643021662,0.89003041991688,0.895527023362088,0.8538448414489122,0.8030058883270017,0.7570284051895773,0.7050620390411344,0.6533384718654536,0.5976417087333568,0.5418605959303537,0.4890493099850403,0.4375100525615086,0.381836942698439,0.3260105627648741,0.2704329416202605,0.21940430283506246,0.16600761154974336,0.11023371550641753,0.057472728021510655,0.029415562944539064,0.062291060532271236,0.11643130234329274,0.1678161491211208,0.22075859787591506,0.2738768660892517,0.3250980620863502,0.37892350369261446,0.42874384095977386,0.4724867629304968,0.5128549927671329,0.5614641865295271,0.6148583802035377,0.6683589993942354,0.7190661190787868,0.7698895357639972,0.8196126708913134,0.8657554500585347,0.8936763845557794,0.9006118931970737,0.8972684485062252,0.8861074528686446,0.869409519514819,0.8416167927659322,0.8099452758308283,0.7949323763353338,0.8114749929388545,0.834370582896526,0.8568109620489106,0.8760943797289158,0.8844265187680918,0.8760345170479278,0.84688093303247,0.8159476738354992,0.8137816160905302,0.8471884741583295,0.8861581523216404,0.8942354290181713,0.9021662176253011,0.8937459553220901,0.847114836189574,0.7984313913188235,0.7521334855541311,0.7022614784056749,0.6476134096652197,0.5917910831515087,0.5363277809254161,0.4856330116102984,0.43179906169260546,0.3759861451926578,0.3201596974210273,0.2643783013176004,0.2115608376496731,0.16002726964537844,0.10442546901575772,0.056873928386984185,0.06290847808062805,0.11100840211600843,0.1611348926421426,0.21574568228356555,0.26860569170612586,0.3200895210916144,0.3756337443355559,0.42737608394210475,0.4799600468282174,0.53414924250003,0.5845777093210269,0.6393347544174899,0.6897211509235748,0.743528474175351,0.7938699613444491,0.8441300707934072,0.887223908328806,0.9131515348183741,0.9187333389956784,0.910241440580714,0.9037708768362083,0.8866514183889982,0.8629426963922218,0.8390898872629282,0.8254550998499681,0.8367538815129394,0.8580667908549542,0.8727372495703183,0.8735005697893972,0.8642354905159408,0.839326799846543,0.8026310682217892,0.7771826996306748,0.7894021679338754,0.8267674516922312,0.8554370968965628,0.861307325528933,0.8675178979746634,0.8314392290124744,0.7875567854064311,0.7374663202063769,0.6822366802930051,0.6318000107443364,0.5775684455920722,0.5217499942114265,0.4659309518978127,0.4116561633077392,0.36123853752438634,0.30594471924465,0.2501188736231554,0.19455869521826202,0.14360541040816616,0.09012670273183271,0.03626528565057752,0.006314409979603808,0.03702339702745128,0.09074724480520097,0.14097181298418243,0.19568537867541552,0.24741706846339268,0.29999648202304313,0.35344981666202574,0.40438483647101037,0.45938139781693593,0.509766132465393,0.564099925543069,0.6195564346597062,0.6702244110603097,0.7224133060817561,0.7709039185159849,0.8197334893471033,0.8591249622086947,0.8733433020818051,0.8691866574516807,0.8652107311497743,0.8507224724972551,0.8231356480329153,0.7970752482620445
